Unnamed: 0,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
8450,31.0,blue-collar,single,high.school,unknown,yes,no,telephone,jun,tue,187.0,2,999,0,nonexistent,no
8451,34.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,239.0,8,999,0,nonexistent,no
8452,48.0,services,single,high.school,unknown,no,yes,telephone,jun,tue,246.0,5,999,0,nonexistent,no
8453,40.0,self-employed,married,high.school,unknown,yes,no,telephone,jun,tue,238.0,5,999,0,nonexistent,no
8454,45.0,services,married,,no,yes,no,telephone,jun,tue,118.0,7,999,0,nonexistent,no
8455,32.0,self-employed,divorced,university.degree,no,no,yes,telephone,jun,tue,254.0,21,999,0,nonexistent,no
8456,33.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,281.0,7,999,0,nonexistent,no
8457,42.0,blue-collar,married,high.school,unknown,yes,no,telephone,jun,tue,94.0,2,999,0,nonexistent,no
8458,38.0,services,divorced,basic.6y,no,no,no,telephone,jun,tue,269.0,2,999,0,nonexistent,no
8459,47.0,admin.,married,university.degree,no,yes,no,telephone,jun,tue,203.0,9,999,0,nonexistent,no
8460,41.0,management,married,university.degree,no,no,no,telephone,jun,tue,140.0,6,999,0,nonexistent,no
8461,41.0,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,148.0,2,999,0,nonexistent,no
8462,43.0,management,married,high.school,no,yes,no,telephone,jun,tue,583.0,1,999,0,nonexistent,no
8463,34.0,services,single,high.school,no,no,no,telephone,jun,tue,172.0,2,999,0,nonexistent,no
8464,34.0,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,60.0,5,999,0,nonexistent,no
8465,52.0,unemployed,married,high.school,unknown,yes,no,telephone,jun,tue,70.0,6,999,0,nonexistent,no
8466,48.0,blue-collar,married,professional.course,no,no,no,telephone,jun,tue,68.0,6,999,0,nonexistent,no
8467,37.0,technician,married,high.school,no,yes,no,telephone,jun,tue,267.0,3,999,0,nonexistent,no
8468,41.0,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,88.0,4,999,0,nonexistent,no
8469,47.0,technician,married,professional.course,no,no,no,telephone,jun,tue,19.0,20,999,0,nonexistent,no
8470,46.0,admin.,married,high.school,unknown,no,no,telephone,jun,tue,490.0,6,999,0,nonexistent,no
8471,42.0,admin.,married,university.degree,no,no,no,telephone,jun,tue,604.0,14,999,0,nonexistent,no
8472,28.0,services,single,high.school,no,no,no,telephone,jun,tue,290.0,3,999,0,nonexistent,no
8473,36.0,admin.,single,university.degree,no,yes,yes,telephone,jun,tue,78.0,3,999,0,nonexistent,no
8474,49.0,admin.,married,,no,no,no,telephone,jun,tue,88.0,6,999,0,nonexistent,no
8475,37.0,admin.,married,high.school,unknown,yes,no,telephone,jun,tue,113.0,4,999,0,nonexistent,no
8476,28.0,blue-collar,single,basic.9y,no,no,no,telephone,jun,tue,550.0,1,999,0,nonexistent,no
8477,35.0,entrepreneur,married,,no,no,no,telephone,jun,tue,52.0,1,999,0,nonexistent,no
8478,56.0,unemployed,married,high.school,unknown,no,no,telephone,jun,tue,197.0,3,999,0,nonexistent,no
8479,42.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,235.0,3,999,0,nonexistent,no
8480,36.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,159.0,6,999,0,nonexistent,no
8481,36.0,admin.,married,university.degree,no,yes,no,telephone,jun,tue,120.0,11,999,0,nonexistent,no
8482,45.0,entrepreneur,married,,no,no,no,telephone,jun,tue,1516.0,2,999,0,nonexistent,no
8483,57.0,admin.,divorced,unknown,unknown,no,no,telephone,jun,tue,28.0,19,999,0,nonexistent,no
8484,46.0,unemployed,married,basic.9y,unknown,no,no,telephone,jun,tue,87.0,7,999,0,nonexistent,no
8485,28.0,blue-collar,married,,unknown,no,no,telephone,jun,tue,151.0,7,999,0,nonexistent,no
8486,36.0,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,226.0,1,999,0,nonexistent,no
8487,38.0,services,married,high.school,unknown,no,no,telephone,jun,tue,113.0,11,999,0,nonexistent,no
8488,36.0,admin.,single,high.school,no,yes,no,telephone,jun,tue,281.0,1,999,0,nonexistent,no
8489,45.0,technician,married,university.degree,unknown,no,yes,telephone,jun,tue,1336.0,4,999,0,nonexistent,yes
8490,35.0,,married,high.school,unknown,no,no,telephone,jun,wed,173.0,14,999,0,nonexistent,no
8491,30.0,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,83.0,11,999,0,nonexistent,no
8492,35.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed,180.0,6,999,0,nonexistent,no
8493,42.0,technician,single,high.school,no,yes,no,telephone,jun,wed,457.0,1,999,0,nonexistent,no
8494,44.0,admin.,married,university.degree,no,yes,no,telephone,jun,wed,25.0,1,999,0,nonexistent,no
8495,48.0,retired,married,basic.4y,unknown,no,no,telephone,jun,wed,145.0,8,999,0,nonexistent,no
8496,26.0,admin.,single,high.school,no,yes,yes,telephone,jun,wed,622.0,1,999,0,nonexistent,no
8497,30.0,services,divorced,basic.9y,no,no,no,telephone,jun,wed,89.0,1,999,0,nonexistent,no
8498,56.0,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,wed,99.0,6,999,0,nonexistent,no
8499,26.0,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,71.0,1,999,0,nonexistent,no
8500,50.0,admin.,married,university.degree,no,yes,no,telephone,jun,wed,407.0,1,999,0,nonexistent,no
8501,34.0,entrepreneur,married,basic.4y,no,yes,no,telephone,jun,wed,250.0,1,999,0,nonexistent,no
8502,52.0,retired,married,basic.4y,no,no,no,telephone,jun,wed,633.0,1,999,0,nonexistent,yes
8503,58.0,,single,university.degree,no,no,yes,telephone,jun,wed,111.0,3,999,0,nonexistent,no
8504,50.0,technician,married,professional.course,no,no,no,telephone,jun,wed,462.0,2,999,0,nonexistent,no
8505,43.0,blue-collar,married,basic.4y,no,yes,no,telephone,jun,wed,28.0,4,999,0,nonexistent,no
8506,46.0,blue-collar,married,professional.course,unknown,no,no,telephone,jun,wed,1138.0,1,999,0,nonexistent,no
8507,45.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed,107.0,2,999,0,nonexistent,no
8508,,admin.,married,high.school,unknown,yes,yes,telephone,jun,wed,135.0,2,999,0,nonexistent,no
8509,39.0,services,married,high.school,unknown,yes,no,telephone,jun,wed,96.0,3,999,0,nonexistent,no
8510,31.0,,married,professional.course,no,yes,no,telephone,jun,wed,131.0,2,999,0,nonexistent,no
8511,34.0,management,married,university.degree,unknown,no,yes,telephone,jun,wed,46.0,2,999,0,nonexistent,no
8512,46.0,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,267.0,2,999,0,nonexistent,no
8513,30.0,blue-collar,married,basic.4y,no,yes,no,telephone,jun,wed,213.0,3,999,0,nonexistent,no
8514,30.0,student,single,high.school,no,no,no,telephone,jun,wed,1242.0,1,999,0,nonexistent,yes
8515,37.0,technician,single,high.school,no,unknown,unknown,telephone,jun,wed,109.0,3,999,0,nonexistent,no
8516,38.0,unknown,married,basic.6y,no,no,no,telephone,jun,wed,75.0,3,999,0,nonexistent,no
8517,41.0,admin.,married,university.degree,no,no,no,telephone,jun,wed,129.0,4,999,0,nonexistent,no
8518,48.0,admin.,divorced,high.school,no,no,no,telephone,jun,wed,89.0,3,999,0,nonexistent,no
8519,39.0,blue-collar,married,basic.9y,no,unknown,unknown,telephone,jun,wed,103.0,4,999,0,nonexistent,no
8520,41.0,self-employed,married,basic.4y,no,yes,no,telephone,jun,wed,105.0,3,999,0,nonexistent,no
8521,57.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed,71.0,5,999,0,nonexistent,no
8522,31.0,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,406.0,2,999,0,nonexistent,no
8523,41.0,unknown,single,unknown,unknown,yes,yes,telephone,jun,wed,66.0,2,999,0,nonexistent,no
8524,54.0,admin.,divorced,unknown,unknown,no,no,telephone,jun,wed,38.0,2,999,0,nonexistent,no
8525,42.0,,single,basic.4y,no,no,no,telephone,jun,wed,166.0,2,999,0,nonexistent,no
8526,32.0,blue-collar,married,professional.course,no,yes,no,telephone,jun,wed,67.0,2,999,0,nonexistent,no
8527,47.0,admin.,divorced,university.degree,no,no,no,telephone,jun,wed,121.0,4,999,0,nonexistent,no
8528,26.0,unknown,single,high.school,unknown,yes,yes,telephone,jun,wed,524.0,15,999,0,nonexistent,yes
8529,39.0,admin.,married,high.school,no,yes,no,telephone,jun,wed,1141.0,4,999,0,nonexistent,yes
8530,36.0,entrepreneur,married,basic.6y,unknown,no,no,telephone,jun,wed,125.0,5,999,0,nonexistent,no
8531,26.0,blue-collar,single,basic.6y,no,no,no,telephone,jun,wed,18.0,1,999,0,nonexistent,no
8532,32.0,blue-collar,single,university.degree,no,no,no,telephone,jun,wed,355.0,1,999,0,nonexistent,no
8533,29.0,unemployed,married,high.school,unknown,no,no,telephone,jun,wed,237.0,1,999,0,nonexistent,no
8534,30.0,admin.,married,university.degree,no,yes,no,telephone,jun,wed,299.0,1,999,0,nonexistent,no
8535,38.0,admin.,single,university.degree,no,no,yes,telephone,jun,wed,578.0,1,999,0,nonexistent,yes
8536,25.0,admin.,single,high.school,no,yes,yes,telephone,jun,wed,109.0,1,999,0,nonexistent,no
8537,33.0,admin.,married,university.degree,no,no,no,telephone,jun,wed,142.0,2,999,0,nonexistent,no
8538,41.0,technician,married,basic.9y,unknown,no,no,telephone,jun,wed,102.0,1,999,0,nonexistent,no
8539,31.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed,233.0,1,999,0,nonexistent,no
8540,29.0,admin.,married,high.school,no,yes,no,telephone,jun,wed,194.0,2,999,0,nonexistent,no
8541,42.0,admin.,married,basic.6y,no,yes,yes,telephone,jun,wed,365.0,1,999,0,nonexistent,no
8542,35.0,admin.,single,,no,no,no,telephone,jun,wed,984.0,2,999,0,nonexistent,yes
8543,60.0,admin.,married,high.school,no,no,yes,telephone,jun,wed,16.0,8,999,0,nonexistent,no
8544,48.0,admin.,married,high.school,no,yes,yes,telephone,jun,wed,,1,999,0,nonexistent,no
8545,58.0,blue-collar,divorced,unknown,no,yes,no,telephone,jun,wed,215.0,1,999,0,nonexistent,no
8546,46.0,admin.,married,high.school,no,yes,yes,telephone,jun,wed,148.0,10,999,0,nonexistent,no
8547,30.0,services,single,,no,no,no,telephone,jun,wed,386.0,1,999,0,nonexistent,no
8548,31.0,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,wed,91.0,4,999,0,nonexistent,no
8549,34.0,admin.,single,university.degree,no,no,no,telephone,jun,wed,98.0,1,999,0,nonexistent,no
8550,37.0,admin.,divorced,university.degree,no,no,no,telephone,jun,wed,193.0,2,999,0,nonexistent,no
8551,24.0,student,single,high.school,no,no,no,telephone,jun,wed,132.0,1,999,0,nonexistent,no
8552,58.0,,married,basic.4y,no,yes,no,telephone,jun,wed,279.0,1,999,0,nonexistent,no
8553,59.0,retired,married,professional.course,no,yes,no,telephone,jun,wed,109.0,9,999,0,nonexistent,no
8554,36.0,entrepreneur,married,university.degree,no,yes,no,telephone,jun,wed,1045.0,1,999,0,nonexistent,no
8555,28.0,management,single,university.degree,no,no,no,telephone,jun,wed,361.0,1,999,0,nonexistent,no
8556,31.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,204.0,1,999,0,nonexistent,no
8557,23.0,blue-collar,single,basic.9y,no,yes,no,telephone,jun,wed,83.0,1,999,0,nonexistent,no
8558,34.0,technician,divorced,basic.9y,no,no,no,telephone,jun,wed,105.0,1,999,0,nonexistent,no
8559,40.0,admin.,married,high.school,no,yes,yes,telephone,jun,wed,73.0,10,999,0,nonexistent,no
8560,46.0,technician,married,professional.course,unknown,yes,no,telephone,jun,wed,77.0,8,999,0,nonexistent,no
8561,,blue-collar,married,high.school,no,no,yes,telephone,jun,wed,29.0,1,999,0,nonexistent,no
8562,33.0,admin.,married,university.degree,no,yes,no,telephone,jun,wed,355.0,1,999,0,nonexistent,no
8563,,technician,single,professional.course,no,yes,no,telephone,jun,wed,153.0,1,999,0,nonexistent,no
8564,32.0,admin.,single,university.degree,no,yes,yes,telephone,jun,wed,87.0,1,999,0,nonexistent,no
8565,50.0,admin.,single,university.degree,no,no,no,telephone,jun,wed,178.0,6,999,0,nonexistent,no
8566,32.0,admin.,single,university.degree,no,no,yes,telephone,jun,wed,174.0,1,999,0,nonexistent,no
8567,26.0,technician,single,professional.course,no,yes,no,telephone,jun,wed,605.0,1,999,0,nonexistent,no
8568,34.0,admin.,married,high.school,no,no,no,telephone,jun,wed,638.0,1,999,0,nonexistent,yes
8569,31.0,services,single,high.school,no,yes,no,telephone,jun,wed,89.0,1,999,0,nonexistent,no
8570,34.0,management,married,university.degree,no,no,no,telephone,jun,wed,121.0,2,999,0,nonexistent,no
8571,31.0,services,single,high.school,no,yes,yes,telephone,jun,wed,216.0,1,999,0,nonexistent,no
8572,26.0,blue-collar,single,basic.6y,no,no,no,telephone,jun,wed,83.0,2,999,0,nonexistent,no
8573,42.0,,married,basic.4y,unknown,yes,yes,telephone,jun,wed,317.0,9,999,0,nonexistent,no
8574,26.0,management,single,basic.9y,no,yes,no,telephone,jun,wed,184.0,1,999,0,nonexistent,no
8575,27.0,self-employed,single,university.degree,no,yes,yes,telephone,jun,wed,161.0,1,999,0,nonexistent,no
8576,30.0,blue-collar,married,high.school,no,no,no,telephone,jun,wed,301.0,1,999,0,nonexistent,no
8577,50.0,admin.,married,high.school,no,no,no,telephone,jun,wed,276.0,1,999,0,nonexistent,no
8578,55.0,retired,divorced,professional.course,no,no,no,telephone,jun,wed,182.0,1,999,0,nonexistent,no
8579,50.0,self-employed,married,basic.9y,unknown,no,no,telephone,jun,wed,139.0,2,999,0,nonexistent,no
8580,52.0,retired,married,basic.4y,no,no,yes,telephone,jun,wed,87.0,3,999,0,nonexistent,no
8581,36.0,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,377.0,1,999,0,nonexistent,no
8582,29.0,admin.,single,high.school,no,no,no,telephone,jun,wed,211.0,1,999,0,nonexistent,no
8583,36.0,blue-collar,married,basic.4y,no,no,no,telephone,jun,wed,357.0,4,999,0,nonexistent,no
8584,26.0,admin.,married,high.school,no,yes,yes,telephone,jun,wed,119.0,2,999,0,nonexistent,no
8585,25.0,admin.,married,high.school,no,yes,no,telephone,jun,wed,264.0,2,999,0,nonexistent,no
8586,45.0,self-employed,single,high.school,no,no,no,telephone,jun,wed,165.0,1,999,0,nonexistent,no
8587,28.0,blue-collar,single,high.school,no,yes,yes,telephone,jun,wed,148.0,1,999,0,nonexistent,no
8588,31.0,blue-collar,divorced,basic.9y,no,yes,yes,telephone,jun,wed,121.0,2,999,0,nonexistent,no
8589,27.0,student,single,university.degree,unknown,yes,no,telephone,jun,wed,235.0,2,999,0,nonexistent,no
8590,32.0,services,married,high.school,no,no,no,telephone,jun,wed,90.0,2,999,0,nonexistent,no
8591,57.0,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,wed,367.0,2,999,0,nonexistent,no
8592,27.0,blue-collar,single,,no,yes,yes,telephone,jun,wed,444.0,3,999,0,nonexistent,no
8593,39.0,blue-collar,married,basic.6y,no,yes,yes,telephone,jun,wed,141.0,1,999,0,nonexistent,no
8594,50.0,technician,married,professional.course,unknown,yes,yes,telephone,jun,wed,31.0,1,999,0,nonexistent,no
8595,29.0,admin.,single,high.school,no,no,no,telephone,jun,wed,283.0,1,999,0,nonexistent,no
8596,31.0,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,767.0,2,999,0,nonexistent,yes
8597,25.0,services,single,,no,no,no,telephone,jun,wed,123.0,1,999,0,nonexistent,no
8598,38.0,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,wed,236.0,1,999,0,nonexistent,no
8599,38.0,blue-collar,single,high.school,unknown,yes,no,telephone,jun,wed,936.0,1,999,0,nonexistent,yes
8600,49.0,housemaid,divorced,basic.6y,no,yes,no,telephone,jun,wed,85.0,3,999,0,nonexistent,no
8601,53.0,technician,married,professional.course,unknown,yes,no,telephone,jun,wed,104.0,2,999,0,nonexistent,no
8602,35.0,student,single,high.school,no,no,no,telephone,jun,wed,71.0,4,999,0,nonexistent,no
8603,32.0,admin.,married,university.degree,no,no,no,telephone,jun,wed,525.0,2,999,0,nonexistent,yes
8604,30.0,services,single,high.school,unknown,no,no,telephone,jun,wed,324.0,1,999,0,nonexistent,no
8605,28.0,blue-collar,single,basic.9y,no,yes,no,telephone,jun,wed,525.0,1,999,0,nonexistent,no
8606,33.0,admin.,single,,no,yes,yes,telephone,jun,wed,238.0,1,999,0,nonexistent,no
8607,33.0,unemployed,married,basic.9y,no,no,no,telephone,jun,wed,563.0,1,999,0,nonexistent,yes
8608,25.0,admin.,single,high.school,no,yes,yes,telephone,jun,wed,217.0,2,999,0,nonexistent,no
8609,25.0,student,single,high.school,no,no,yes,telephone,jun,wed,433.0,2,999,0,nonexistent,no
8610,32.0,housemaid,married,university.degree,no,yes,no,telephone,jun,wed,52.0,1,999,0,nonexistent,no
8611,25.0,admin.,married,university.degree,no,yes,no,telephone,jun,wed,149.0,8,999,0,nonexistent,no
8612,31.0,admin.,single,university.degree,no,yes,no,telephone,jun,wed,357.0,2,999,0,nonexistent,no
8613,42.0,admin.,divorced,university.degree,no,no,no,telephone,jun,wed,140.0,1,999,0,nonexistent,no
8614,45.0,,married,unknown,unknown,yes,no,telephone,jun,wed,171.0,3,999,0,nonexistent,no
8615,52.0,blue-collar,married,basic.4y,no,no,no,telephone,jun,wed,154.0,2,999,0,nonexistent,no
8616,26.0,student,single,high.school,no,no,no,telephone,jun,wed,219.0,1,999,0,nonexistent,no
8617,40.0,housemaid,divorced,high.school,no,no,no,telephone,jun,wed,1449.0,6,999,0,nonexistent,yes
8618,29.0,admin.,single,university.degree,no,no,yes,telephone,jun,wed,251.0,1,999,0,nonexistent,no
8619,31.0,blue-collar,married,high.school,no,no,no,telephone,jun,wed,544.0,1,999,0,nonexistent,no
8620,53.0,management,married,university.degree,no,unknown,unknown,telephone,jun,wed,232.0,1,999,0,nonexistent,no
8621,36.0,blue-collar,married,,no,no,yes,telephone,jun,wed,920.0,1,999,0,nonexistent,yes
8622,56.0,admin.,married,university.degree,no,no,no,telephone,jun,wed,79.0,1,999,0,nonexistent,no
8623,48.0,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,103.0,2,999,0,nonexistent,no
8624,32.0,services,married,high.school,unknown,yes,no,telephone,jun,wed,833.0,2,999,0,nonexistent,no
8625,27.0,technician,single,university.degree,no,no,yes,telephone,jun,wed,97.0,1,999,0,nonexistent,no
8626,26.0,,single,high.school,no,no,no,telephone,jun,wed,205.0,6,999,0,nonexistent,no
8627,31.0,admin.,married,high.school,no,unknown,unknown,telephone,jun,wed,360.0,2,999,0,nonexistent,no
8628,35.0,blue-collar,married,high.school,no,no,no,telephone,jun,wed,344.0,2,999,0,nonexistent,no
8629,56.0,housemaid,married,basic.4y,no,no,no,telephone,jun,wed,204.0,1,999,0,nonexistent,no
8630,,technician,divorced,basic.9y,no,no,no,telephone,jun,wed,156.0,3,999,0,nonexistent,no
8631,39.0,admin.,single,high.school,no,no,no,telephone,jun,wed,213.0,1,999,0,nonexistent,no
8632,31.0,admin.,married,university.degree,no,yes,no,telephone,jun,wed,153.0,6,999,0,nonexistent,no
8633,49.0,admin.,married,university.degree,no,no,no,telephone,jun,wed,29.0,2,999,0,nonexistent,no
8634,42.0,services,married,basic.9y,no,no,no,telephone,jun,wed,15.0,1,999,0,nonexistent,no
8635,41.0,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,38.0,1,999,0,nonexistent,no
8636,37.0,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,,2,999,0,nonexistent,no
8637,51.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed,1254.0,10,999,0,nonexistent,no
8638,39.0,admin.,single,high.school,no,no,no,telephone,jun,wed,139.0,2,999,0,nonexistent,no
8639,41.0,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,81.0,1,999,0,nonexistent,no
8640,53.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed,597.0,7,999,0,nonexistent,no
8641,32.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed,228.0,8,999,0,nonexistent,no
8642,50.0,housemaid,divorced,high.school,unknown,yes,no,telephone,jun,wed,763.0,4,999,0,nonexistent,no
8643,25.0,unknown,single,university.degree,no,no,no,telephone,jun,wed,2203.0,2,999,0,nonexistent,yes
8644,45.0,management,married,unknown,unknown,yes,no,telephone,jun,wed,61.0,6,999,0,nonexistent,no
8645,61.0,retired,married,high.school,no,unknown,unknown,telephone,jun,wed,99.0,4,999,0,nonexistent,no
8646,51.0,unemployed,married,basic.4y,no,no,yes,telephone,jun,wed,85.0,5,999,0,nonexistent,no
8647,33.0,admin.,single,high.school,no,no,no,telephone,jun,wed,187.0,2,999,0,nonexistent,no
8648,25.0,admin.,single,university.degree,no,no,no,telephone,jun,wed,188.0,2,999,0,nonexistent,no
8649,23.0,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,298.0,3,999,0,nonexistent,no
8650,35.0,admin.,married,high.school,no,no,no,telephone,jun,wed,113.0,2,999,0,nonexistent,no
8651,29.0,unemployed,single,university.degree,no,yes,no,telephone,jun,wed,201.0,2,999,0,nonexistent,no
8652,42.0,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,264.0,2,999,0,nonexistent,no
8653,32.0,,single,high.school,no,yes,no,telephone,jun,wed,23.0,2,999,0,nonexistent,no
8654,37.0,unemployed,married,professional.course,unknown,no,no,telephone,jun,wed,42.0,16,999,0,nonexistent,no
8655,38.0,,married,high.school,no,no,no,telephone,jun,wed,180.0,2,999,0,nonexistent,no
8656,41.0,entrepreneur,married,basic.4y,no,yes,no,telephone,jun,wed,95.0,2,999,0,nonexistent,no
8657,40.0,blue-collar,married,basic.4y,no,no,no,telephone,jun,wed,69.0,1,999,0,nonexistent,no
8658,32.0,admin.,single,high.school,no,no,no,telephone,jun,wed,324.0,1,999,0,nonexistent,no
8659,50.0,admin.,married,high.school,unknown,no,no,telephone,jun,wed,144.0,1,999,0,nonexistent,no
8660,27.0,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,298.0,2,999,0,nonexistent,no
8661,36.0,blue-collar,single,basic.9y,no,unknown,unknown,telephone,jun,wed,1224.0,7,999,0,nonexistent,no
8662,45.0,services,married,basic.6y,no,unknown,unknown,telephone,jun,wed,173.0,10,999,0,nonexistent,no
8663,35.0,technician,single,professional.course,no,yes,no,telephone,jun,wed,134.0,2,999,0,nonexistent,no
8664,30.0,services,single,high.school,no,no,no,telephone,jun,wed,245.0,1,999,0,nonexistent,no
8665,,admin.,married,basic.9y,no,no,no,telephone,jun,wed,121.0,3,999,0,nonexistent,no
8666,26.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,49.0,1,999,0,nonexistent,no
8667,26.0,admin.,married,high.school,no,no,no,telephone,jun,wed,606.0,2,999,0,nonexistent,no
8668,32.0,blue-collar,married,basic.4y,no,no,no,telephone,jun,wed,489.0,5,999,0,nonexistent,no
8669,29.0,admin.,single,high.school,no,yes,no,telephone,jun,wed,184.0,2,999,0,nonexistent,no
8670,26.0,self-employed,married,university.degree,no,yes,no,telephone,jun,wed,106.0,1,999,0,nonexistent,no
8671,46.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,91.0,2,999,0,nonexistent,no
8672,39.0,technician,married,professional.course,no,no,no,telephone,jun,wed,249.0,2,999,0,nonexistent,no
8673,46.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,92.0,2,999,0,nonexistent,no
8674,27.0,unemployed,single,university.degree,no,no,no,telephone,jun,wed,404.0,2,999,0,nonexistent,no
8675,32.0,admin.,married,university.degree,no,no,no,telephone,jun,wed,135.0,3,999,0,nonexistent,no
8676,48.0,admin.,divorced,professional.course,no,yes,no,telephone,jun,wed,37.0,1,999,0,nonexistent,no
8677,42.0,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,wed,141.0,6,999,0,nonexistent,no
8678,32.0,technician,married,professional.course,no,no,no,telephone,jun,wed,117.0,1,999,0,nonexistent,no
8679,23.0,services,single,high.school,no,no,no,telephone,jun,wed,174.0,9,999,0,nonexistent,no
8680,35.0,unemployed,married,basic.9y,unknown,unknown,unknown,telephone,jun,wed,60.0,4,999,0,nonexistent,no
8681,59.0,retired,married,basic.6y,unknown,no,no,telephone,jun,wed,235.0,5,999,0,nonexistent,no
8682,27.0,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,wed,285.0,4,999,0,nonexistent,no
8683,53.0,admin.,divorced,university.degree,no,yes,no,telephone,jun,wed,112.0,1,999,0,nonexistent,no
8684,50.0,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,99.0,2,999,0,nonexistent,no
8685,41.0,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,132.0,2,999,0,nonexistent,no
8686,52.0,management,divorced,university.degree,no,no,no,telephone,jun,wed,208.0,4,999,0,nonexistent,no
8687,36.0,entrepreneur,married,university.degree,no,yes,yes,telephone,jun,wed,135.0,1,999,0,nonexistent,no
8688,27.0,services,single,high.school,no,yes,no,telephone,jun,wed,179.0,1,999,0,nonexistent,no
8689,38.0,admin.,single,university.degree,no,yes,no,telephone,jun,wed,126.0,1,999,0,nonexistent,no
8690,25.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,wed,329.0,4,999,0,nonexistent,no
8691,29.0,blue-collar,single,university.degree,no,no,no,telephone,jun,wed,126.0,2,999,0,nonexistent,no
8692,51.0,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,wed,119.0,1,999,0,nonexistent,no
8693,29.0,services,married,high.school,no,no,no,telephone,jun,wed,209.0,2,999,0,nonexistent,no
8694,45.0,admin.,single,high.school,no,no,no,telephone,jun,wed,192.0,6,999,0,nonexistent,no
8695,56.0,admin.,single,basic.9y,no,yes,no,telephone,jun,wed,341.0,2,999,0,nonexistent,no
8696,47.0,blue-collar,married,unknown,unknown,no,yes,telephone,jun,wed,17.0,13,999,0,nonexistent,no
8697,28.0,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,wed,167.0,1,999,0,nonexistent,no
8698,39.0,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,52.0,2,999,0,nonexistent,no
8699,53.0,management,married,basic.6y,unknown,yes,no,telephone,jun,wed,152.0,6,999,0,nonexistent,no
8700,28.0,admin.,married,high.school,no,no,no,telephone,jun,wed,84.0,3,999,0,nonexistent,no
8701,45.0,blue-collar,married,high.school,no,no,no,telephone,jun,wed,341.0,4,999,0,nonexistent,no
8702,36.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,244.0,2,999,0,nonexistent,no
8703,36.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,423.0,2,999,0,nonexistent,no
8704,47.0,blue-collar,married,basic.9y,no,no,yes,telephone,jun,wed,65.0,3,999,0,nonexistent,no
8705,40.0,admin.,divorced,basic.6y,unknown,no,yes,telephone,jun,wed,170.0,3,999,0,nonexistent,no
8706,31.0,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,87.0,2,999,0,nonexistent,no
8707,36.0,technician,single,,unknown,yes,no,telephone,jun,wed,227.0,2,999,0,nonexistent,no
8708,44.0,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,wed,34.0,2,999,0,nonexistent,no
8709,24.0,technician,single,high.school,no,yes,no,telephone,jun,wed,169.0,2,999,0,nonexistent,no
